species,population,temperature,dish,times,germinated,germinable
Centaurium somedanum,Malconcecho,10.1,A47,23,0,23
Centaurium somedanum,Malconcecho,10.1,A47,24,0,23
Centaurium somedanum,Malconcecho,10.1,A47,25,0,23
Centaurium somedanum,Malconcecho,10.1,A47,26,0,23
Centaurium somedanum,Malconcecho,10.1,A47,27,0,23
Centaurium somedanum,Malconcecho,10.1,A47,28,0,23
Centaurium somedanum,Malconcecho,8.7,A48,1,0,25
Centaurium somedanum,Malconcecho,8.7,A48,2,0,25
Centaurium somedanum,Malconcecho,8.7,A48,3,0,25
Centaurium somedanum,Malconcecho,8.7,A48,4,0,25
Centaurium somedanum,Malconcecho,8.7,A48,5,0,25
Centaurium somedanum,Malconcecho,8.7,A48,6,0,25
Centaurium somedanum,Malconcecho,8.7,A48,7,0,25
Centaurium somedanum,Malconcecho,8.7,A48,8,0,25
Centaurium somedanum,Malconcecho,8.7,A48,9,0,25
Centaurium somedanum,Malconcecho,8.7,A48,10,0,25
Centaurium somedanum,Malconcecho,8.7,A48,11,0,25
Centaurium somedanum,Malconcecho,8.7,A48,12,0,25
Centaurium somedanum,Malconcecho,8.7,A48,13,0,25
Centaurium somedanum,Malconcecho,8.7,A48,14,0,25
Centaurium somedanum,Malconcecho,8.7,A48,15,0,25
Centaurium somedanum,Malconcecho,8.7,A48,16,0,25
Centaurium somedanum,Malconcecho,8.7,A48,17,0,25
Centaurium somedanum,Malconcecho,8.7,A48,18,0,25
Centaurium somedanum,Malconcecho,8.7,A48,19,0,25
Centaurium somedanum,Malconcecho,8.7,A48,20,13,25
Centaurium somedanum,Malconcecho,8.7,A48,21,4,25
Centaurium somedanum,Malconcecho,8.7,A48,22,0,25
Centaurium somedanum,Malconcecho,8.7,A48,23,0,25
Centaurium somedanum,Malconcecho,8.7,A48,24,6,25
Centaurium somedanum,Malconcecho,8.7,A48,25,0,25
Centaurium somedanum,Malconcecho,8.7,A48,26,0,25
Centaurium somedanum,Malconcecho,8.7,A48,27,0,25
Centaurium somedanum,Malconcecho,8.7,A48,28,0,25
Centaurium somedanum,Malconcecho,7.3,A49,1,0,24
Centaurium somedanum,Malconcecho,7.3,A49,2,0,24
Centaurium somedanum,Malconcecho,7.3,A49,3,0,24
Centaurium somedanum,Malconcecho,7.3,A49,4,0,24
Centaurium somedanum,Malconcecho,7.3,A49,5,0,24
Centaurium somedanum,Malconcecho,7.3,A49,6,0,24
Centaurium somedanum,Malconcecho,7.3,A49,7,0,24
Centaurium somedanum,Malconcecho,7.3,A49,8,0,24
Centaurium somedanum,Malconcecho,7.3,A49,9,0,24
Centaurium somedanum,Malconcecho,7.3,A49,10,0,24
Centaurium somedanum,Malconcecho,7.3,A49,11,0,24
Centaurium somedanum,Malconcecho,7.3,A49,12,0,24
Centaurium somedanum,Malconcecho,7.3,A49,13,0,24
Centaurium somedanum,Malconcecho,7.3,A49,14,0,24
Centaurium somedanum,Malconcecho,7.3,A49,15,0,24
Centaurium somedanum,Malconcecho,7.3,A49,16,0,24
Centaurium somedanum,Malconcecho,7.3,A49,17,0,24
Centaurium somedanum,Malconcecho,7.3,A49,18,0,24
Centaurium somedanum,Malconcecho,7.3,A49,19,0,24
Centaurium somedanum,Malconcecho,7.3,A49,20,0,24
Centaurium somedanum,Malconcecho,7.3,A49,21,0,24
Centaurium somedanum,Malconcecho,7.3,A49,22,0,24
Centaurium somedanum,Malconcecho,7.3,A49,23,0,24
Centaurium somedanum,Malconcecho,7.3,A49,24,0,24
Centaurium somedanum,Malconcecho,7.3,A49,25,0,24
Centaurium somedanum,Malconcecho,7.3,A49,26,0,24
Centaurium somedanum,Malconcecho,7.3,A49,27,0,24
Centaurium somedanum,Malconcecho,7.3,A49,28,11,24
Centaurium somedanum,La Malva,14.3,A5,1,0,24
Centaurium somedanum,La Malva,14.3,A5,2,0,24
Centaurium somedanum,La Malva,14.3,A5,3,0,24
Centaurium somedanum,La Malva,14.3,A5,4,0,24
Centaurium somedanum,La Malva,14.3,A5,5,0,24
Centaurium somedanum,La Malva,14.3,A5,6,0,24
Centaurium somedanum,La Malva,14.3,A5,7,0,24
Centaurium somedanum,La Malva,14.3,A5,8,4,24
Centaurium somedanum,La Malva,14.3,A5,9,2,24
Centaurium somedanum,La Malva,14.3,A5,10,7,24
Centaurium somedanum,La Malva,14.3,A5,11,7,24
Centaurium somedanum,La Malva,14.3,A5,12,1,24
Centaurium somedanum,La Malva,14.3,A5,13,2,24
Centaurium somedanum,La Malva,14.3,A5,14,1,24
Centaurium somedanum,La Malva,14.3,A5,15,0,24
Centaurium somedanum,La Malva,14.3,A5,16,0,24
Centaurium somedanum,La Malva,14.3,A5,17,0,24
Centaurium somedanum,La Malva,14.3,A5,18,0,24
Centaurium somedanum,La Malva,14.3,A5,19,0,24
Centaurium somedanum,La Malva,14.3,A5,20,0,24
Centaurium somedanum,La Malva,14.3,A5,21,0,24
Centaurium somedanum,La Malva,14.3,A5,22,0,24
Centaurium somedanum,La Malva,14.3,A5,23,0,24
Centaurium somedanum,La Malva,14.3,A5,24,0,24
Centaurium somedanum,La Malva,14.3,A5,25,0,24
Centaurium somedanum,La Malva,14.3,A5,26,0,24
Centaurium somedanum,La Malva,14.3,A5,27,0,24
Centaurium somedanum,La Malva,14.3,A5,28,0,24
Centaurium somedanum,Malconcecho,5.8,A50,1,0,24
Centaurium somedanum,Malconcecho,5.8,A50,2,0,24
Centaurium somedanum,Malconcecho,5.8,A50,3,0,24
Centaurium somedanum,Malconcecho,5.8,A50,4,0,24
Centaurium somedanum,Malconcecho,5.8,A50,5,0,24
Centaurium somedanum,Malconcecho,5.8,A50,6,0,24
Centaurium somedanum,Malconcecho,5.8,A50,7,0,24
Centaurium somedanum,Malconcecho,5.8,A50,8,0,24
Centaurium somedanum,Malconcecho,5.8,A50,9,0,24
Centaurium somedanum,Malconcecho,5.8,A50,10,0,24
Centaurium somedanum,Malconcecho,5.8,A50,11,0,24
Centaurium somedanum,Malconcecho,5.8,A50,12,0,24
Centaurium somedanum,Malconcecho,5.8,A50,13,0,24
Centaurium somedanum,Malconcecho,5.8,A50,14,0,24
Centaurium somedanum,Malconcecho,5.8,A50,15,0,24
Centaurium somedanum,Malconcecho,5.8,A50,16,0,24
Centaurium somedanum,Malconcecho,5.8,A50,17,0,24
Centaurium somedanum,Malconcecho,5.8,A50,18,0,24
Centaurium somedanum,Malconcecho,5.8,A50,19,0,24
Centaurium somedanum,Malconcecho,5.8,A50,20,0,24
Centaurium somedanum,Malconcecho,5.8,A50,21,0,24
Centaurium somedanum,Malconcecho,5.8,A50,22,0,24
Centaurium somedanum,Malconcecho,5.8,A50,23,0,24
Centaurium somedanum,Malconcecho,5.8,A50,24,0,24
Centaurium somedanum,Malconcecho,5.8,A50,25,0,24
Centaurium somedanum,Malconcecho,5.8,A50,26,0,24
Centaurium somedanum,Malconcecho,5.8,A50,27,0,24
Centaurium somedanum,Malconcecho,5.8,A50,28,0,24
Centaurium somedanum,Malconcecho,4.4,A51,1,0,21
Centaurium somedanum,Malconcecho,4.4,A51,2,0,21
Centaurium somedanum,Malconcecho,4.4,A51,3,0,21
Centaurium somedanum,Malconcecho,4.4,A51,4,0,21
Centaurium somedanum,Malconcecho,4.4,A51,5,0,21
Centaurium somedanum,Malconcecho,4.4,A51,6,0,21
Centaurium somedanum,Malconcecho,4.4,A51,7,0,21
Centaurium somedanum,Malconcecho,4.4,A51,8,0,21
Centaurium somedanum,Malconcecho,4.4,A51,9,0,21
Centaurium somedanum,Malconcecho,4.4,A51,10,0,21
Centaurium somedanum,Malconcecho,4.4,A51,11,0,21
Centaurium somedanum,Malconcecho,4.4,A51,12,0,21
Centaurium somedanum,Malconcecho,4.4,A51,13,0,21
Centaurium somedanum,Malconcecho,4.4,A51,14,0,21
Centaurium somedanum,Malconcecho,4.4,A51,15,0,21
Centaurium somedanum,Malconcecho,4.4,A51,16,0,21
Centaurium somedanum,Malconcecho,4.4,A51,17,0,21
Centaurium somedanum,Malconcecho,4.4,A51,18,0,21
Centaurium somedanum,Malconcecho,4.4,A51,19,0,21
Centaurium somedanum,Malconcecho,4.4,A51,20,0,21
Centaurium somedanum,Malconcecho,4.4,A51,21,0,21
Centaurium somedanum,Malconcecho,4.4,A51,22,0,21
Centaurium somedanum,Malconcecho,4.4,A51,23,0,21
Centaurium somedanum,Malconcecho,4.4,A51,24,0,21
Centaurium somedanum,Malconcecho,4.4,A51,25,0,21
Centaurium somedanum,Malconcecho,4.4,A51,26,0,21
Centaurium somedanum,Malconcecho,4.4,A51,27,0,21
Centaurium somedanum,Malconcecho,4.4,A51,28,0,21
Centaurium somedanum,Malconcecho,3,A52,1,0,23
Centaurium somedanum,Malconcecho,3,A52,2,0,23
Centaurium somedanum,Malconcecho,3,A52,3,0,23
Centaurium somedanum,Malconcecho,3,A52,4,0,23
Centaurium somedanum,Malconcecho,3,A52,5,0,23
Centaurium somedanum,Malconcecho,3,A52,6,0,23
Centaurium somedanum,Malconcecho,3,A52,7,0,23
Centaurium somedanum,Malconcecho,3,A52,8,0,23
Centaurium somedanum,Malconcecho,3,A52,9,0,23
Centaurium somedanum,Malconcecho,3,A52,10,0,23
Centaurium somedanum,Malconcecho,3,A52,11,0,23
Centaurium somedanum,Malconcecho,3,A52,12,0,23
Centaurium somedanum,Malconcecho,3,A52,13,0,23
Centaurium somedanum,Malconcecho,3,A52,14,0,23
Centaurium somedanum,Malconcecho,3,A52,15,0,23
Centaurium somedanum,Malconcecho,3,A52,16,0,23
Centaurium somedanum,Malconcecho,3,A52,17,0,23
Centaurium somedanum,Malconcecho,3,A52,18,0,23
Centaurium somedanum,Malconcecho,3,A52,19,0,23
Centaurium somedanum,Malconcecho,3,A52,20,0,23
Centaurium somedanum,Malconcecho,3,A52,21,0,23
Centaurium somedanum,Malconcecho,3,A52,22,0,23
Centaurium somedanum,Malconcecho,3,A52,23,0,23
Centaurium somedanum,Malconcecho,3,A52,24,0,23
Centaurium somedanum,Malconcecho,3,A52,25,0,23
Centaurium somedanum,Malconcecho,3,A52,26,0,23
Centaurium somedanum,Malconcecho,3,A52,27,0,23
Centaurium somedanum,Malconcecho,3,A52,28,0,23
Centaurium somedanum,La Malva,12.9,A6,1,0,22
Centaurium somedanum,La Malva,12.9,A6,2,0,22
Centaurium somedanum,La Malva,12.9,A6,3,0,22
Centaurium somedanum,La Malva,12.9,A6,4,0,22
Centaurium somedanum,La Malva,12.9,A6,5,0,22
Centaurium somedanum,La Malva,12.9,A6,6,0,22
Centaurium somedanum,La Malva,12.9,A6,7,0,22
Centaurium somedanum,La Malva,12.9,A6,8,0,22
Centaurium somedanum,La Malva,12.9,A6,9,0,22
Centaurium somedanum,La Malva,12.9,A6,10,4,22
Centaurium somedanum,La Malva,12.9,A6,11,0,22
Centaurium somedanum,La Malva,12.9,A6,12,0,22
Centaurium somedanum,La Malva,12.9,A6,13,10,22
Centaurium somedanum,La Malva,12.9,A6,14,4,22
Centaurium somedanum,La Malva,12.9,A6,15,2,22
Centaurium somedanum,La Malva,12.9,A6,16,0,22
Centaurium somedanum,La Malva,12.9,A6,17,0,22
Centaurium somedanum,La Malva,12.9,A6,18,0,22
Centaurium somedanum,La Malva,12.9,A6,19,0,22
Centaurium somedanum,La Malva,12.9,A6,20,0,22
Centaurium somedanum,La Malva,12.9,A6,21,0,22
Centaurium somedanum,La Malva,12.9,A6,22,0,22
Centaurium somedanum,La Malva,12.9,A6,23,0,22
Centaurium somedanum,La Malva,12.9,A6,24,0,22
Centaurium somedanum,La Malva,12.9,A6,25,0,22
Centaurium somedanum,La Malva,12.9,A6,26,0,22
Centaurium somedanum,La Malva,12.9,A6,27,0,22
Centaurium somedanum,La Malva,12.9,A6,28,0,22
Centaurium somedanum,La Malva,11.5,A7,1,0,23
Centaurium somedanum,La Malva,11.5,A7,2,0,23
Centaurium somedanum,La Malva,11.5,A7,3,0,23
Centaurium somedanum,La Malva,11.5,A7,4,0,23
Centaurium somedanum,La Malva,11.5,A7,5,0,23
Centaurium somedanum,La Malva,11.5,A7,6,0,23
Centaurium somedanum,La Malva,11.5,A7,7,0,23
Centaurium somedanum,La Malva,11.5,A7,8,0,23
Centaurium somedanum,La Malva,11.5,A7,9,0,23
Centaurium somedanum,La Malva,11.5,A7,10,0,23
Centaurium somedanum,La Malva,11.5,A7,11,0,23
Centaurium somedanum,La Malva,11.5,A7,12,0,23
Centaurium somedanum,La Malva,11.5,A7,13,0,23
Centaurium somedanum,La Malva,11.5,A7,14,14,23
Centaurium somedanum,La Malva,11.5,A7,15,3,23
Centaurium somedanum,La Malva,11.5,A7,16,0,23
Centaurium somedanum,La Malva,11.5,A7,17,1,23
Centaurium somedanum,La Malva,11.5,A7,18,0,23
Centaurium somedanum,La Malva,11.5,A7,19,1,23
Centaurium somedanum,La Malva,11.5,A7,20,0,23
Centaurium somedanum,La Malva,11.5,A7,21,1,23
Centaurium somedanum,La Malva,11.5,A7,22,0,23
Centaurium somedanum,La Malva,11.5,A7,23,1,23
Centaurium somedanum,La Malva,11.5,A7,24,0,23
Centaurium somedanum,La Malva,11.5,A7,25,0,23
Centaurium somedanum,La Malva,11.5,A7,26,0,23
Centaurium somedanum,La Malva,11.5,A7,27,0,23
Centaurium somedanum,La Malva,11.5,A7,28,0,23
Centaurium somedanum,La Malva,10.1,A8,1,0,22
Centaurium somedanum,La Malva,10.1,A8,2,0,22
Centaurium somedanum,La Malva,10.1,A8,3,0,22
Centaurium somedanum,La Malva,10.1,A8,4,0,22
Centaurium somedanum,La Malva,10.1,A8,5,0,22
Centaurium somedanum,La Malva,10.1,A8,6,0,22
Centaurium somedanum,La Malva,10.1,A8,7,0,22
Centaurium somedanum,La Malva,10.1,A8,8,0,22
Centaurium somedanum,La Malva,10.1,A8,9,0,22
Centaurium somedanum,La Malva,10.1,A8,10,0,22
Centaurium somedanum,La Malva,10.1,A8,11,0,22
Centaurium somedanum,La Malva,10.1,A8,12,0,22
Centaurium somedanum,La Malva,10.1,A8,13,0,22
Centaurium somedanum,La Malva,10.1,A8,14,1,22
Centaurium somedanum,La Malva,10.1,A8,15,3,22
Centaurium somedanum,La Malva,10.1,A8,16,6,22
Centaurium somedanum,La Malva,10.1,A8,17,0,22
Centaurium somedanum,La Malva,10.1,A8,18,5,22
Centaurium somedanum,La Malva,10.1,A8,19,0,22
Centaurium somedanum,La Malva,10.1,A8,20,0,22
Centaurium somedanum,La Malva,10.1,A8,21,6,22
Centaurium somedanum,La Malva,10.1,A8,22,0,22
Centaurium somedanum,La Malva,10.1,A8,23,0,22
Centaurium somedanum,La Malva,10.1,A8,24,0,22
Centaurium somedanum,La Malva,10.1,A8,25,0,22
Centaurium somedanum,La Malva,10.1,A8,26,0,22
Centaurium somedanum,La Malva,10.1,A8,27,0,22
Centaurium somedanum,La Malva,10.1,A8,28,0,22
Centaurium somedanum,La Malva,8.7,A9,1,0,23
Centaurium somedanum,La Malva,8.7,A9,2,0,23
Centaurium somedanum,La Malva,8.7,A9,3,0,23
Centaurium somedanum,La Malva,8.7,A9,4,0,23
Centaurium somedanum,La Malva,8.7,A9,5,0,23
Centaurium somedanum,La Malva,8.7,A9,6,0,23
Centaurium somedanum,La Malva,8.7,A9,7,0,23
Centaurium somedanum,La Malva,8.7,A9,8,0,23
Centaurium somedanum,La Malva,8.7,A9,9,0,23
Centaurium somedanum,La Malva,8.7,A9,10,0,23
Centaurium somedanum,La Malva,8.7,A9,11,0,23
Centaurium somedanum,La Malva,8.7,A9,12,0,23
Centaurium somedanum,La Malva,8.7,A9,13,0,23
Centaurium somedanum,La Malva,8.7,A9,14,0,23
Centaurium somedanum,La Malva,8.7,A9,15,0,23
Centaurium somedanum,La Malva,8.7,A9,16,0,23
Centaurium somedanum,La Malva,8.7,A9,17,0,23
Centaurium somedanum,La Malva,8.7,A9,18,0,23
Centaurium somedanum,La Malva,8.7,A9,19,0,23
Centaurium somedanum,La Malva,8.7,A9,20,0,23
Centaurium somedanum,La Malva,8.7,A9,21,11,23
Centaurium somedanum,La Malva,8.7,A9,22,0,23
Centaurium somedanum,La Malva,8.7,A9,23,0,23
Centaurium somedanum,La Malva,8.7,A9,24,0,23
Centaurium somedanum,La Malva,8.7,A9,25,0,23
Centaurium somedanum,La Malva,8.7,A9,26,0,23
Centaurium somedanum,La Malva,8.7,A9,27,0,23
Centaurium somedanum,La Malva,8.7,A9,28,0,23
Centaurium somedanum,La Malva,0,C1,1,0,25
Centaurium somedanum,La Malva,0,C1,2,0,25
Centaurium somedanum,La Malva,0,C1,3,0,25
Centaurium somedanum,La Malva,0,C1,4,0,25
Centaurium somedanum,La Malva,0,C1,5,0,25
Centaurium somedanum,La Malva,0,C1,6,0,25
Centaurium somedanum,La Malva,0,C1,7,0,25
Centaurium somedanum,La Malva,0,C1,8,0,25
Centaurium somedanum,La Malva,0,C1,9,0,25
Centaurium somedanum,La Malva,0,C1,10,0,25
Centaurium somedanum,La Malva,0,C1,11,0,25
Centaurium somedanum,La Malva,0,C1,12,0,25
Centaurium somedanum,La Malva,0,C1,13,0,25
Centaurium somedanum,La Malva,0,C1,14,0,25
Centaurium somedanum,La Malva,0,C1,15,0,25
Centaurium somedanum,La Malva,0,C1,16,0,25
Centaurium somedanum,La Malva,0,C1,17,0,25
Centaurium somedanum,La Malva,0,C1,18,0,25
Centaurium somedanum,La Malva,0,C1,19,0,25
Centaurium somedanum,La Malva,0,C1,20,0,25
Centaurium somedanum,La Malva,0,C1,21,0,25
Centaurium somedanum,La Malva,0,C1,22,0,25
Centaurium somedanum,La Malva,0,C1,23,0,25
Centaurium somedanum,La Malva,0,C1,24,0,25
Centaurium somedanum,La Malva,0,C1,25,0,25
Centaurium somedanum,La Malva,0,C1,26,0,25
Centaurium somedanum,La Malva,0,C1,27,0,25
Centaurium somedanum,La Malva,0,C1,28,0,25
Centaurium somedanum,Malconcecho,0,C4,1,0,21
Centaurium somedanum,Malconcecho,0,C4,2,0,21
Centaurium somedanum,Malconcecho,0,C4,3,0,21
Centaurium somedanum,Malconcecho,0,C4,4,0,21
Centaurium somedanum,Malconcecho,0,C4,5,0,21
Centaurium somedanum,Malconcecho,0,C4,6,0,21
Centaurium somedanum,Malconcecho,0,C4,7,0,21
Centaurium somedanum,Malconcecho,0,C4,8,0,21
Centaurium somedanum,Malconcecho,0,C4,9,0,21
Centaurium somedanum,Malconcecho,0,C4,10,0,21
Centaurium somedanum,Malconcecho,0,C4,11,0,21
Centaurium somedanum,Malconcecho,0,C4,12,0,21
Centaurium somedanum,Malconcecho,0,C4,13,0,21
Centaurium somedanum,Malconcecho,0,C4,14,0,21
Centaurium somedanum,Malconcecho,0,C4,15,0,21
Centaurium somedanum,Malconcecho,0,C4,16,0,21
Centaurium somedanum,Malconcecho,0,C4,17,0,21
Centaurium somedanum,Malconcecho,0,C4,18,0,21
Centaurium somedanum,Malconcecho,0,C4,19,0,21
Centaurium somedanum,Malconcecho,0,C4,20,0,21
Centaurium somedanum,Malconcecho,0,C4,21,0,21
Centaurium somedanum,Malconcecho,0,C4,22,0,21
Centaurium somedanum,Malconcecho,0,C4,23,0,21
Centaurium somedanum,Malconcecho,0,C4,24,0,21
Centaurium somedanum,Malconcecho,0,C4,25,0,21
Centaurium somedanum,Malconcecho,0,C4,26,0,21
Centaurium somedanum,Malconcecho,0,C4,27,0,21
Centaurium somedanum,Malconcecho,0,C4,28,0,21
Centaurium somedanum,La Malva,25,D1,1,0,20
Centaurium somedanum,La Malva,25,D1,2,0,20
Centaurium somedanum,La Malva,25,D1,3,0,20
Centaurium somedanum,La Malva,25,D1,4,0,20
Centaurium somedanum,La Malva,25,D1,5,1,20
Centaurium somedanum,La Malva,25,D1,6,0,20
Centaurium somedanum,La Malva,25,D1,7,3,20
Centaurium somedanum,La Malva,25,D1,8,0,20
Centaurium somedanum,La Malva,25,D1,9,0,20
Centaurium somedanum,La Malva,25,D1,10,0,20
Centaurium somedanum,La Malva,25,D1,11,0,20
Centaurium somedanum,La Malva,25,D1,12,2,20
Centaurium somedanum,La Malva,25,D1,13,0,20
Centaurium somedanum,La Malva,25,D1,14,0,20
Centaurium somedanum,La Malva,25,D1,15,0,20
Centaurium somedanum,La Malva,25,D1,16,0,20
Centaurium somedanum,La Malva,25,D1,17,0,20
Centaurium somedanum,La Malva,25,D1,18,0,20
Centaurium somedanum,La Malva,25,D1,19,0,20
Centaurium somedanum,La Malva,25,D1,20,0,20
Centaurium somedanum,La Malva,25,D1,21,0,20
Centaurium somedanum,La Malva,25,D1,22,0,20
Centaurium somedanum,La Malva,25,D1,23,0,20
Centaurium somedanum,La Malva,25,D1,24,0,20
Centaurium somedanum,La Malva,25,D1,25,0,20
Centaurium somedanum,La Malva,25,D1,26,0,20
Centaurium somedanum,La Malva,25,D1,27,0,20
Centaurium somedanum,La Malva,25,D1,28,0,20
Centaurium somedanum,Malconcecho,25,D4,1,0,22
Centaurium somedanum,Malconcecho,25,D4,2,0,22
Centaurium somedanum,Malconcecho,25,D4,3,0,22
Centaurium somedanum,Malconcecho,25,D4,4,0,22
Centaurium somedanum,Malconcecho,25,D4,5,1,22
Centaurium somedanum,Malconcecho,25,D4,6,0,22
Centaurium somedanum,Malconcecho,25,D4,7,2,22
Centaurium somedanum,Malconcecho,25,D4,8,0,22
Centaurium somedanum,Malconcecho,25,D4,9,0,22
Centaurium somedanum,Malconcecho,25,D4,10,1,22
Centaurium somedanum,Malconcecho,25,D4,11,0,22
Centaurium somedanum,Malconcecho,25,D4,12,0,22
Centaurium somedanum,Malconcecho,25,D4,13,0,22
Centaurium somedanum,Malconcecho,25,D4,14,0,22
Centaurium somedanum,Malconcecho,25,D4,15,0,22
Centaurium somedanum,Malconcecho,25,D4,16,0,22
Centaurium somedanum,Malconcecho,25,D4,17,0,22
Centaurium somedanum,Malconcecho,25,D4,18,0,22
Centaurium somedanum,Malconcecho,25,D4,19,0,22
Centaurium somedanum,Malconcecho,25,D4,20,0,22
Centaurium somedanum,Malconcecho,25,D4,21,0,22
Centaurium somedanum,Malconcecho,25,D4,22,0,22
Centaurium somedanum,Malconcecho,25,D4,23,0,22
Centaurium somedanum,Malconcecho,25,D4,24,0,22
Centaurium somedanum,Malconcecho,25,D4,25,0,22
Centaurium somedanum,Malconcecho,25,D4,26,0,22
Centaurium somedanum,Malconcecho,25,D4,27,0,22
Centaurium somedanum,Malconcecho,25,D4,28,0,22
Centaurium somedanum,La Malva,30,E1,1,0,22
Centaurium somedanum,La Malva,30,E1,2,0,22
Centaurium somedanum,La Malva,30,E1,3,0,22
Centaurium somedanum,La Malva,30,E1,4,0,22
Centaurium somedanum,La Malva,30,E1,5,0,22
Centaurium somedanum,La Malva,30,E1,6,0,22
Centaurium somedanum,La Malva,30,E1,7,0,22
Centaurium somedanum,La Malva,30,E1,8,0,22
Centaurium somedanum,La Malva,30,E1,9,0,22
Centaurium somedanum,La Malva,30,E1,10,0,22
Centaurium somedanum,La Malva,30,E1,11,0,22
Centaurium somedanum,La Malva,30,E1,12,0,22
Centaurium somedanum,La Malva,30,E1,13,0,22
Centaurium somedanum,La Malva,30,E1,14,0,22
Centaurium somedanum,La Malva,30,E1,15,0,22
Centaurium somedanum,La Malva,30,E1,16,0,22
Centaurium somedanum,La Malva,30,E1,17,0,22
Centaurium somedanum,La Malva,30,E1,18,0,22
Centaurium somedanum,La Malva,30,E1,19,0,22
Centaurium somedanum,La Malva,30,E1,20,0,22
Centaurium somedanum,La Malva,30,E1,21,0,22
Centaurium somedanum,La Malva,30,E1,22,0,22
Centaurium somedanum,La Malva,30,E1,23,0,22
Centaurium somedanum,La Malva,30,E1,24,0,22
Centaurium somedanum,La Malva,30,E1,25,0,22
Centaurium somedanum,La Malva,30,E1,26,0,22
Centaurium somedanum,La Malva,30,E1,27,0,22
Centaurium somedanum,La Malva,30,E1,28,0,22
Centaurium somedanum,Malconcecho,30,E4,1,0,25
Centaurium somedanum,Malconcecho,30,E4,2,0,25
Centaurium somedanum,Malconcecho,30,E4,3,0,25
Centaurium somedanum,Malconcecho,30,E4,4,0,25
Centaurium somedanum,Malconcecho,30,E4,5,0,25
Centaurium somedanum,Malconcecho,30,E4,6,0,25
Centaurium somedanum,Malconcecho,30,E4,7,0,25
Centaurium somedanum,Malconcecho,30,E4,8,0,25
Centaurium somedanum,Malconcecho,30,E4,9,0,25
Centaurium somedanum,Malconcecho,30,E4,10,0,25
Centaurium somedanum,Malconcecho,30,E4,11,0,25
Centaurium somedanum,Malconcecho,30,E4,12,0,25
Centaurium somedanum,Malconcecho,30,E4,13,0,25
Centaurium somedanum,Malconcecho,30,E4,14,0,25
Centaurium somedanum,Malconcecho,30,E4,15,0,25
Centaurium somedanum,Malconcecho,30,E4,16,0,25
Centaurium somedanum,Malconcecho,30,E4,17,0,25
Centaurium somedanum,Malconcecho,30,E4,18,0,25
Centaurium somedanum,Malconcecho,30,E4,19,0,25
Centaurium somedanum,Malconcecho,30,E4,20,0,25
Centaurium somedanum,Malconcecho,30,E4,21,0,25
Centaurium somedanum,Malconcecho,30,E4,22,0,25
Centaurium somedanum,Malconcecho,30,E4,23,0,25
Centaurium somedanum,Malconcecho,30,E4,24,0,25
Centaurium somedanum,Malconcecho,30,E4,25,0,25
Centaurium somedanum,Malconcecho,30,E4,26,0,25
Centaurium somedanum,Malconcecho,30,E4,27,0,25
Centaurium somedanum,Malconcecho,30,E4,28,0,25
